,Epoch,Loss,upper_fabric,lower_fabric,outer_fabric,upper_color,lower_color,outer_color,sleeve_len,lower_clothing_len,neckline,Accuracy
26,27.0,2.9934963830431602,0.8312405504249755,0.8025419356815954,0.9305747384766263,0.8031459423014057,0.8904543968617196,0.9418595742072573,0.9460562070938215,0.9526417947041517,0.8322358205295849,0.8811945511423485
27,28.0,2.9812487229368743,0.8330643184047075,0.8061904932167375,0.9306756190748611,0.8052378738966983,0.8903241459627329,0.9411253166884603,0.9466402929879045,0.9514736229159856,0.82913814767898,0.8815410923141187
28,29.0,2.920737061285435,0.8344679633867277,0.8071957236842106,0.9311034038901602,0.8116926998202028,0.890830081317424,0.9413503187316117,0.9472077782772148,0.9523741418764302,0.8339714776070611,0.8833548431767827
29,30.0,2.8744653938408185,0.8345560742889834,0.8104591471886238,0.9321867848970252,0.8109323921216084,0.8950328436580582,0.9414938501144164,0.9489899170480549,0.9537479057698595,0.8373235228015692,0.8849691597653554
30,31.0,2.8332210770226958,0.8385731652500817,0.8139807739457339,0.9339783732428899,0.8130991541353384,0.8942796869892121,0.9440329764628964,0.9474986719516182,0.9522860309741745,0.8389388893429226,0.8862964135883186
31,32.0,2.7962228749927722,0.8388280483818241,0.8145804388689115,0.936386737904544,0.8161896759561948,0.8938225318731612,0.9466796236515201,0.9484418416966329,0.9520771187479569,0.840789218290291,0.8875328039301152
32,33.0,2.73416761258491,0.8418858797809742,0.8183564379699249,0.937620290536123,0.8193488987414188,0.8969291435109513,0.9455275416802877,0.950778185272965,0.9547891467799935,0.8446007171461262,0.8899818046020849
33,34.0,2.7114291890223226,0.842600727361883,0.8217960832788493,0.9367652316933639,0.8210651458810069,0.8981693363844394,0.9480206971232429,0.9503769614253024,0.9559573185681596,0.8456746485779667,0.8911584611438017
34,35.0,2.6616054531326867,0.8440592820366133,0.8237411633703825,0.9375354997548219,0.8258103649068324,0.8983488783099052,0.947293079846355,0.9515029932167375,0.9556569753187316,0.8447996690094802,0.8920831006410955
35,36.0,2.6343329732579397,0.8463236045276235,0.8264171808597581,0.9409618645799281,0.8258004045439686,0.9003915188787186,0.9485233123569794,0.9516005536940176,0.9554513832134685,0.846163983327885,0.8935148673313719
36,37.0,2.583198028399532,0.8489347519614253,0.8288715164269369,0.9424436601013403,0.8283489804674731,0.9020201659038902,0.9506086037103628,0.9530463386727689,0.9576901663125205,0.8472307637299772,0.8954661052540772
37,38.0,2.5639517594100836,0.850389986515201,0.8326470047401112,0.9418136033017326,0.8311102995259889,0.9033219087119975,0.9517767754985289,0.9548312867767245,0.9571747813828049,0.8491497936417131,0.8969128266772004
38,39.0,2.5269001556518385,0.8505628881987578,0.8324314522719843,0.9413796890323636,0.8338284570120955,0.9038217146126185,0.9505531832298136,0.9531965102974829,0.9584537941320693,0.8522597254004577,0.8973874904652936
39,40.0,2.4722201591147517,0.8554449983654789,0.8387332972376594,0.9435303612291599,0.8345593944099379,0.9049898864007846,0.952547043559987,0.9556669356815953,0.9593709136972867,0.8559603832951945,0.9000892459863427
40,41.0,2.4454319790789953,0.8560883356489049,0.8354765139751553,0.9448714347008826,0.8367195161817588,0.9058510746976136,0.9537545460117686,0.9558625674239948,0.9581667313664596,0.8561332849787513,0.9003248894428099
41,42.0,2.406364449432918,0.8581991663942465,0.8401004208891795,0.9459354057698595,0.8391378412062765,0.9071339183556718,0.954720445815626,0.9573310824615888,0.9590312397842432,0.858731151928735,0.9022578525117141
42,43.0,2.3845771972398113,0.8603299178653155,0.843461915658712,0.9462257886564237,0.8391899415658712,0.9097772454233409,0.9545181738313174,0.9575859655933312,0.9583656832298136,0.8608424934619157,0.9033663472540047
43,44.0,2.358847235378466,0.8614919601994117,0.8451033323798627,0.9472637095456031,0.8410435906341942,0.9115655136482511,0.9541463202844067,0.9583983736515201,0.9589530892448512,0.8591456562602158,0.9041235050942574
44,45.0,2.302138940732282,0.8603825290127493,0.84898685232102,0.9490486576495587,0.8468034897025172,0.9095356427754169,0.9568578375286041,0.9584438337692056,0.9611037614416476,0.8611195958646617,0.9058091333405979
45,46.0,2.272775701562265,0.8660903277214776,0.8471625735534488,0.9493229507191893,0.8475737577639751,0.9120908589408303,0.9578403379372344,0.9583656832298136,0.9619455398005884,0.8636520819712324,0.9071160124041988
46,47.0,2.24239083385109,0.8666710934946061,0.847945611310886,0.9521391794704152,0.8507618400621119,0.9143230017979732,0.9591032608695652,0.9594850747793396,0.9615049852893103,0.8648074840634195,0.9085268367930696
47,48.0,2.2024332101183726,0.8713310109512913,0.8539177427263812,0.9518848071265119,0.8502985554919908,0.9154063828048382,0.9595404952598888,0.9586660264792416,0.9616324268551815,0.8641807473847664,0.9096509105644546
48,49.0,2.1770577260426114,0.8704504127165741,0.8566164902745996,0.9536176548708728,0.8547761216900949,0.9159871485779667,0.9596612965838509,0.9599023884439359,0.9626603873814972,0.8667298340961098,0.9111557482928335
49,50.0,2.1279432083431042,0.8712201699901929,0.8605260603955541,0.9524849828375286,0.8575530197777051,0.9186177059496567,0.961129811621445,0.9604869851258582,0.9624320652173913,0.8726171747303041,0.9130075528495151
